,id,name,popularity,followers,genre,first_release,last_release,num_releases,num_tracks,monthly_listeners
3621,5vssQp6TyMHsx4mihKVAsC,holly walker,61,21270,uk pop,2013,2023,11,5,2659591.0
3622,3CPvjK2xvgITZYccGtI1oF,killernoizes,1,282,"deep hardtechno, schranz",2010,2012,5,2,169.0
3625,7MxxE2YEsVqLZhy4OpGkkz,darkher,28,38687,"gaian doom, rune folk",2014,2023,7,4,28259.0
3628,3EBRANWwnViQuBrImN61Z1,pixie lott,45,957802,"dance pop, post-teen pop, talent show",2009,2023,18,1,498002.0
3635,3KYUnAD3mfawmVNcud3hn7,gaz mask,5,691,zenonesque,2013,2021,4,3,515.0
3641,0Tr6PMUYJ3MupljA0MS4Dy,altafulla,18,7877,pop reggaeton,2019,2024,20,6,14507.0
3645,5hexRMqhtlhnto12Qj45EG,roadside monument,5,1908,"christian punk, math rock",1997,1998,3,10,747.0
3647,15KbMZHsRh48MdYHJ3p7HR,uli führe,16,441,kindermusik,2018,2022,20,12,8466.0
3648,2xKLLFEkYJvGtTihlsBLw1,azmari,16,3307,belgian modern jazz,2019,2023,3,6,8651.0
3649,6jiRPDlSiIzrd8dzFs2yzM,istapp,16,7240,"melodic black metal, swedish black metal",2010,2022,3,1,4400.0
3651,3w8QVuWyKulZbqiHBWrETC,digital kaos,0,27,deep breakcore,2007,2022,5,2,33.0
3657,4rUMcxwZhidyj6FTbMSXse,jome,41,25861,folk-pop,2017,2023,20,1,296610.0
3660,6JjrF0EnCW3Ylj9gj3FXWZ,gran rah,42,129147,rap chileno,2007,2023,20,1,203608.0
3668,1ArHGXX1xQLdigiM7hlS5S,curtis williams,24,8809,underground hip hop,2012,2023,20,1,29263.0
3673,2Rx2e1XBB6tfcorNxRD6tL,twin hype,9,1007,east coast hip hop,1989,1991,2,9,2802.0
3674,3IMGPLdQCS67SpqFPSAQJV,jirafa ardiendo,7,4558,"chilean indie, chilean rock, psicodelia chilena",1998,2023,9,1,880.0
3675,0B8iRRv1YpDoxhcn2lMFs1,ben sihombing,39,10699,indonesian pop,2014,2022,13,1,304100.0
3678,3ch0LzjxQlAVk86MCugaZS,pessimist,13,6806,"bristol electronic, drumfunk, minimal dnb",2010,2022,17,4,4250.0
3685,2eNOmawyh77kepp42hn7O5,paniq,2,672,demoscene,2005,2009,2,16,236.0
3686,297v5fJss3Pj6tJafnw8yi,ahmad kaabour,26,8566,"arabic jazz, palestinian pop",1976,2023,9,1,25965.0
3689,1IKQn2HzzoblN1lNxLgLCc,unholy ghost,0,280,florida death metal,1900,2017,2,11,38.0
3690,7BOevdkLv6WhUE9tff2fQ5,los rancheros del norte,7,875,polka nortena,1987,2016,9,12,1066.0
3691,6dS9ByVYMgK25UoGA7mm4T,slöa knivar,9,1761,"swedish hardcore, swedish punk",2010,2013,3,4,1597.0
3692,2uwLgHHYnxmTTzL7r8pD1W,folkcorn,2,153,dutch folk,2002,2002,1,19,263.0
3694,4TSLRQcJGybQuNA8ybueEy,art of tones,36,11976,"deep house, deep soul house",2018,2024,20,1,124218.0
3695,2rOhOgnBlD4qpnQEsl7sRK,karmawin,39,7771,"chillhop, jazz boom bap",2018,2024,20,1,219997.0
3701,47aB2trVU6xf04JQVPu1to,southside desire,1,202,minneapolis indie,2012,2014,3,4,78.0
3708,0q9kpdDkEA3H17gcRMjgVS,elmore james,43,189898,"blues, chicago blues, delta blues, electric blues, traditional blues",1950,2020,20,2,368744.0
3713,3L0GkYdW3UtorO9DjrkoyA,da voile,6,1319,belarusian indie,2015,2023,16,5,958.0
3718,5QKCUeqNh2DAnrBB3JxaVE,quintaine americana,0,177,boston rock,1996,2006,3,10,68.0
3719,7grO20bLLGPvZDufPHt7XT,adam gorb,9,173,concert band,2012,2022,2,7,2466.0
3720,0OVmEzLDCaJvoQzKXWuY84,the beets,26,16613,"garage pop, indie garage rock",2009,2013,4,2,29387.0
3722,1NNTp69Arw8ikxNNlKe8JI,froya,21,3027,malaysian indie,2015,2024,20,1,10455.0
3723,6tdJPFHtW7k8sImVLm0ZbJ,journal,12,625,new wave of screamo,2024,2024,1,4,6062.0
3726,29s073XMhhh90F3ciQ2khe,contrareal,1,188,german street punk,2020,2020,2,5,108.0
3729,3wxFXeuHQEq4NubZunCIMe,tomatito,56,93179,"flamenco, flamenco guitar",1991,2024,20,4,197454.0
3734,1SFgBn3VKdBuPao3H2ZlFV,cruel hand,30,37710,"chaotic hardcore, hardcore, melodic hardcore, straight edge",2007,2021,13,2,45614.0
3736,7p74trSnuG5qnXSg1VQWoH,agonizer,5,1597,finnish heavy metal,2007,2020,9,1,875.0
3745,16UGNcAnazkfB5nMZuPP7w,pierre pierlot,23,267,classical oboe,1968,2023,7,18,8231.0
3747,0ft8BErsg2UAqcpEypB1Tf,ego mackey,10,3111,glitchcore,2015,2024,20,1,914.0
3751,1ciil3T8Eaamf56zNDkEA3,behind blue eyes,11,5207,progressive psytrance,2005,2022,8,2,4785.0
3757,0WI8OfWCRvK4nGHmKfFQmd,alex zurdo,66,1869885,"latin christian, rap cristiano, reggaeton cristiano",2004,2024,20,1,1761287.0
3764,4Wet9Sqa5LrEjBeV4k6edh,ak-69,54,379125,j-rap,2013,2024,20,1,486910.0
3765,2YlvvdXUqRjiXmeL2GRuZ9,sherlock holmes,67,93336,"hoerspiel, writing",2024,2024,20,69,170892.0
3769,0uz2Ej3tDwFcK0ujnBcYjn,jouska,20,2694,oslo indie,2016,2024,15,1,12656.0
3770,6ObeGN1qTsep95QRNOfNc3,mangoo,60,30594,swedish eurodance,2009,2024,20,1,2924548.0
3774,5mgr0FFpvy267wKVAYg8qp,lit,57,334432,"alternative metal, nu metal, pop punk, pop rock, socal pop punk",1997,2023,20,1,3598042.0
3779,64VogBAhjjoKzkU3eZpybB,dead girls academy,21,13155,metalcore,2017,2020,7,1,17734.0
3780,38meSnqEWFQccFG8b5Bg0f,северные врата,1,678,"russian folk metal, russian metal, slavic metal",2000,2008,5,6,103.0
3783,4la2VaZnPcTTWhESUKPmFx,inverloch,2,2611,"death doom, voidgaze",2016,2016,1,8,295.0
3784,6i8MWognuWjNQSP3iwDfqJ,the saddest landscape,19,19792,"emo, midwest emo, new england emo, skramz",2008,2015,10,3,8704.0
3787,7gJ4myJA6KLTSxFZNuXwdW,riskkapital,0,32,swedish ebm,2021,2022,3,2,9.0
3791,5oHuPnujAw9Yr58pHRhvfq,дайте два,17,1200,russian alternative rock,2011,2023,20,1,6829.0
3794,38uq9ZZTmlJd5OTkkMdoUd,dirk k,10,555,deep smooth jazz,1995,2023,20,4,568.0
3795,4A8byZgEqs8YRqUQ2HMmhA,golden mean,15,2747,uk contemporary jazz,2020,2023,3,5,9923.0
3797,3eMeqiBwCxkdwkdriWWsZt,têtes de bois,6,1196,folk rock italiano,2003,2014,8,4,1086.0
3798,7wxPD9vDsKD5OuHCeWgXRm,larry levan,27,17269,"classic house, garage house",1983,2017,3,3,74400.0
3804,62gHdE4F7Oh9tusku3vf9c,blinker the star,12,2105,quebec indie,1995,2024,20,1,5217.0
3808,0q2Nq1zcbVcStFENWnOE3k,easy grip,4,472,japanese melodic punk,1998,2015,16,6,266.0
3809,7axlscQPz3DMimClh92oaS,tuulikki bartosik,24,1841,estonian folk,2015,2023,9,1,34999.0
3812,7sEYE0eSWBS9KwHsmFO37Y,jan krist,2,742,christian indie,1999,2020,8,1,513.0
3818,0zgXgbENyytY7Z0rHY7szK,indirekt,1,147,dutch punk,2008,2008,1,58,204.0
3820,6ioOEWNNGK40H8xrGj6XPW,xylø,48,364437,"alt z, indie poptimism, la pop",2019,2023,20,1,674026.0
3822,6a78SRmTlghPn0g08mImEb,42 decibel,10,3561,nwocr,2013,2019,4,12,1382.0
3828,30KCDGrPZ3jv8jPODUzrDV,the reservoirs,0,39,socal indie,2019,2019,1,12,37.0
3843,6I5JdHLVup9pIjn9g5K20N,igo,57,44504,"polish alternative, polish pop",2020,2023,15,1,1411205.0
3844,0i4Qda0k4nf7jnNHmSNpYv,afrosound,42,37995,"chicha, classic colombian pop, cumbia, nu-cumbia",1973,2023,15,1,313387.0
3845,5Vp7LqcfAtx2U1RfIX8i7r,point north,56,145291,pop punk,2018,2024,20,1,1450683.0
3847,2fV3UnBvyFUPV6JQJJZOv2,red molly,21,8548,"contemporary folk, ectofolk",2005,2018,7,4,13086.0
3853,0d0ICZg8jE6D2RkDHCTIVq,lucy grimble,35,8538,"christian pop, uk worship",2017,2023,20,1,54398.0
3855,0hmUwzWBrPHpGWGrYH05c3,miyagi & andy panda,60,2102792,russian hip hop,2017,2022,14,1,1521129.0
3861,6dwKAyyJIRmSCXh4RJLaGh,paul roland,11,2199,steampunk,1997,2023,20,12,1984.0
3868,4FmchdtAj76UxQiNOjCgMo,bakongo,6,1659,uk bass,2013,2023,19,3,2173.0
3874,1RdtAzqOIzLrukVOt5bIJY,saskia leppin,30,3306,"discofox, schlager",2013,2024,19,2,61102.0
3875,5q8HGNo0BjLWaTAhRtbwxa,brantley gilbert,64,2919151,"contemporary country, country, country road, modern country rock",2009,2024,20,6,3440209.0
3880,1fmVcsN9Cc5wDV05iw0kLS,schwarz auf weiss,1,235,euroska,2000,2004,3,13,137.0
3885,27w64nGa7wM8hN7oz7INCt,candra darusman,34,9926,"indonesian city pop, indonesian jazz",1983,2018,2,10,94641.0
3886,3xdNAxLFMZONXhc8pP6IxZ,danny & dusty,4,1328,paisley underground,2007,2007,1,12,592.0
3887,5qyCbRxaC0e2lo4NOfwSyq,katajainen kansa,9,1840,"finnish reggae, finnish worship",2011,2012,3,10,1280.0
3888,5nY6WA5OHM52elkZD6lzJ9,banner of thugs,1,667,skinhead oi,2004,2004,1,13,185.0
3891,0EzyljXPAgg1FctEQjfzil,vincent chancey,20,205,jazz brass,1990,1993,2,11,872.0
3892,0RyhnzrQ5vjqqYs3Na4W2H,blinded rain,0,84,finnish doom metal,2006,2008,3,5,21.0
3894,15FscPIs0VO23BCCMaPglf,amistades peligrosas,50,344008,"latin pop, spanish pop",1991,2022,18,1,991821.0
3895,5iiDMOV4u4LhRMqbCAepUM,the wilderness of manitoba,16,5929,canadian indie folk,2010,2022,17,3,9420.0
3897,6Rjl3uxMWyxlvDo6FnT6kW,alpha maid,22,1526,hypnagogic pop,2019,2024,4,5,19267.0
3899,7mirzgcgxZvy2huJ4Ehrko,devastator,21,3243,black thrash,2018,2024,12,1,11026.0
3900,16bN8mhtDFdegWbg0z3s10,hüsker dü,42,230435,"alternative rock, experimental rock, hardcore punk, noise pop, noise rock, post-hardcore, post-punk, power pop, punk",1980,2023,15,2,209006.0
3901,6QNJlkUN2AijdGBQvBwFPj,alice in videoland,21,11741,"electroclash, swedish electropop, swedish synthpop",2003,2018,8,2,13729.0
3902,5fsDcuclIe8ZiBD5P787K1,stevie ray vaughan,61,2402102,"album rock, blues, blues rock, classic rock, electric blues, hard rock, heartland rock, instrumental rock, rock, texas blues",1983,2005,15,1,2689098.0
3903,5qik0lR9qY7eQPYAK4OUTo,channel live,29,48589,"deep east coast hip hop, hardcore hip hop",1995,2006,3,6,60863.0
3904,143noUVlfza1Tuh2BfBRRi,conjunto matamoros,5,212,son cubano,1970,2020,7,2,902.0
3910,0UbR1S0KLeLBjIZxfpWo4N,alpha hopper,0,257,buffalo ny indie,2014,2020,4,9,52.0
3911,5cazBUoWE6dv62t5e3Id8u,mynth,19,4542,austrian pop,2016,2023,20,1,15016.0
3912,2WoVwexZuODvclzULjPQtm,sampha,63,737440,"alternative r&b, indie soul",2011,2023,17,3,2900953.0
3916,5Hp5hfBF49kKn8KAkgvNhz,carson lueders,29,244301,"boy pop, social media pop",2017,2022,15,1,50682.0
3919,0cCjJPdkUfgQX7yJvDQ4HM,luca fanfoni,5,147,italian violin,2002,2023,15,36,521.0
3921,3VXCvo9Sr0hbZ4mk6VOKBs,ivy lab,42,82522,"glitch hop, halftime dnb, liquid funk",2015,2024,20,6,245100.0
3926,06VIKb27bR2kPbSitSxI9S,le trouble,5,1318,"montreal indie, quebec indie",2013,2023,8,6,899.0
3929,5mZC7ndY6oGMxJentRwsuV,young fathers,50,228381,"abstract hip hop, art pop, chamber psych, scottish hip hop",2010,2023,19,6,603764.0
3931,0543y7yrvny4KymoaneT4W,peter frampton,55,1239114,"album rock, british blues, classic rock, country rock, folk rock, hard rock, heartland rock, mellow gold, progressive rock, rock, singer-songwriter, soft rock, southern rock",1976,2023,20,14,2147837.0
3940,3j8aHLMgmkLIZOcQMm0w07,lorelei ensemble,5,1075,vocal ensemble,2014,2024,6,1,887.0
3943,1gIa65d5ICT2xVWiUJ3u27,tom zé,43,279842,"bossa nova, brazilian indie, mpb, nova mpb, rock baiano, samba, tropicalia, velha guarda",1978,2022,20,11,302487.0
3944,52HCwvmJLbxsJljF1CcisZ,cultus sanguine,3,1083,"italian black metal, italian doom metal, italian gothic metal, italian metal",2000,2023,2,9,381.0
3950,1qPFzP54oMjiPXpmneoIwF,bongzilla,31,80438,"doom metal, drone metal, sludge metal, stoner metal, stoner rock",2000,2024,16,1,46078.0
3951,1hUcyiKfIBu9rgpftl7jom,sharks' teeth,4,578,new orleans indie,2011,2019,20,7,984.0
3953,3I4IAI5sdU0vakMOD6SLZL,zumba fitness,27,137912,workout product,2022,2024,20,10,35456.0
3955,0pEG3s0vRQHOnvJT4z2DyA,eskhaton,1,704,war metal,2011,2022,5,2,102.0
3960,1qvf67Z4LmaoxPSd23BQvN,sex police,2,822,north carolina roots,1991,1994,3,11,288.0
3966,4hheW577K2nAMAwDuTGAA4,luca,57,11137,chill house,2021,2024,20,1,1252788.0
3969,5oFnSQlO6c7ZzmF1zWyu3W,gerald le funk,19,4812,dutch edm,2017,2023,20,1,15953.0
3971,6hEL1bX1ZRKHZWPFJVamsU,berserk,8,408,avant-garde metal,2013,2016,6,2,2961.0
3973,66nVQ97afug4hoVAW0uFA0,rebellion connexion,13,1441,greek underground rap,2015,2023,20,1,2174.0
3979,6juqd2DiJxLYeldyOvjzql,rouge pompier,26,3749,"quebec punk, rock quebecois",2012,2024,15,1,13524.0
3980,1Xoow41U5fn5DwlMlYt7Gw,hard kaur,51,11070,desi hip hop,2014,2019,15,6,1913936.0
3981,77KiwIxgTb2kX0wDMKqnmj,ars amandi,25,11567,"celtic metal, spanish folk metal, spanish metal",2003,2023,13,4,18022.0
3982,24eDfi2MSYo3A87hCcgpIL,ludwig göransson,67,303610,"nordic soundtrack, orchestral soundtrack, soundtrack",2019,2023,20,9,4597708.0
3987,4HtMrRFMxvpRworWBODhX3,purest of pain,1,1379,melodic deathcore,2018,2018,1,14,181.0
3990,24zL9cNeVwN7W2BK3QYK5o,stone cold fiction,1,432,brighton indie,2017,2020,9,6,228.0
3992,438DEJaM9KJdqbBUPnVYB0,filv,57,44308,russian dance,2022,2024,20,1,2470219.0
3993,66rv3EzSQVPaAj2G4A7TXe,choir ng bayan,32,2221,tagalog worship,2016,2016,3,14,55879.0
3995,5IuugmUXbSoEUqwwUA7Fxt,emdi,44,10205,covertronica,2023,2024,20,1,469875.0
3996,5Q2fyL2TcdUY9IqKTkGk5G,bardero$,62,609279,argentine hip hop,2016,2022,20,1,1302685.0
3997,28CSXi1QlXOg8ocxmoweXF,julian vincent,12,1086,dutch trance,2012,2021,8,8,4752.0
3998,7G9ZUoEjbi5Z2bR5w60S0h,moka only,37,15481,"bc underground hip hop, canadian hip hop, canadian old school hip hop, jazz rap, outer hip hop",2018,2024,20,20,114699.0
4000,4sRqEn62eCbn4ltnSZMNN5,ymb,15,4406,kansai indie,2019,2022,11,1,6205.0
4001,7cvWJwt9kcAUzu4bdOBAio,troubleboy hitmaker,39,67276,"kompa, rap kreyol",2012,2024,20,1,63736.0
4005,3hJyF50noqrm36ZjBid67k,klass murda,23,3622,upstate ny rap,2015,2024,12,1,14078.0
4006,7LTiBdByoaUd329wCpmMcM,maisondes,58,179407,japanese teen pop,2022,2024,20,1,1475395.0
4009,3wYNAqaozlhaa6Zyqs9vPS,permsky kray,39,24912,dark synthpop,2020,2023,17,3,127775.0
4013,5laC9wBufJJ4hUWHYE3GYX,shyisma,7,815,"full on groove, progressive psytrance",2011,2023,20,3,1660.0
4014,3LZCMaZWwvhYyQeEfWgVdY,bispo,56,280162,hip hop tuga,2014,2024,20,1,761688.0
4015,58EhqkLf0O4vTU5hSTxOqk,auras,19,17276,djent,2013,2023,11,5,9192.0
4018,3l4qTN6blr0RWtCH3PZgFd,becky tracy,1,228,contra dance,2001,2001,1,12,132.0
4019,4Y5CKbAT8fHWEbpLGFNygB,falls of rauros,19,18313,"appalachian black metal, atmospheric black metal, folk black metal, new england metal, usbm, voidgaze",2008,2023,11,1,13050.0
4021,4Zj88siFul2tzwMXajMKBp,apollo ra,3,967,us power metal,2014,2014,1,13,357.0
4022,6uX02lKWcvRB0TQVj46ktN,the apocalypse blues revue,7,2371,modern blues rock,2016,2018,2,12,1379.0
4029,4qM4BdTOGQcKYLUi8nrhhU,fuji||||||||||ta,5,2307,"japanese experimental, sound art",2020,2024,3,1,1382.0
4030,45MtkhYiPMUHwT4Wv7qBji,a scent like wolves,25,12767,"american metalcore, metalcore",2013,2024,17,3,22239.0
4033,0enc9en8aK6CyiFmwdAycm,artur lemba,1,117,baltic classical,2012,2012,1,13,120.0
4036,1NxoEJMQ3lBTuZeDkGzng1,the bakerton group,9,6690,instrumental rock,2009,2009,1,10,2394.0
4037,52sDxFX9DvIxUupTy8f1yx,leopold stokowski,44,14692,orchestral performance,2021,2022,20,5,349335.0
4038,5UN71z4zK3sryzvO1aLUWz,neha venugopal,41,3883,mollywood,2018,2023,9,1,511284.0
4039,57WHJIHrjOE3iAxpihhMnp,louis tomlinson,65,7009556,pop,2017,2023,20,8,2984769.0
4040,45S4hvGED95Ghtx9PaGiKG,lorelei k,7,1757,denton tx indie,2019,2024,19,3,908.0
4045,4TXdHyuAOl3rAOFmZ6MeKz,six by seven,11,4018,nottingham indie,1998,2021,20,3,2667.0
4050,4UDV6e9Xh5m3yQeGsrnWLP,garcia peoples,9,6385,neo-psychedelic,2020,2022,5,1,2666.0
4052,4B4YYJ0BAYBK86yxqQV7mu,funky,63,827809,"latin christian, rap cristiano, reggaeton cristiano",2002,2023,20,1,1627019.0
4055,71ayJn19k4ENbNmOmKKgfi,no more kings,29,11928,"geek rock, nerdcore",2007,2024,8,1,46939.0
4056,1ZIxCuFNivA4SW0sRZyT57,greg walker,25,383,background jazz,2002,2017,13,5,17500.0
4057,5yKlluxmAKA4Ya5FjnVXp5,the humpers,15,5584,"glam punk, punk 'n' roll",1994,2012,7,6,5202.0
4058,5MRRar8r87ApaEJYBelxR4,justicious,4,314,"experimental dubstep, lithuanian electronic",2014,2023,12,4,843.0
4066,0XLXFTmasKzp2AWqFNCjE9,cartoon violence,3,803,"modern ska punk, ska revival",2009,2024,8,1,642.0
4071,54EG4atyBbq8BQVDueWtpd,middlemist red,21,9366,"hungarian rock, magyar alternative",2014,2022,7,4,10671.0
4073,4F4w1Gkfja6wPJzuMKCLmk,noah b,30,10660,wave,2018,2023,20,1,38557.0
4074,5N2ciLu9djo5WFv3L7IEE1,keistuolių teatras,27,5705,"dainuojamoji poezija, lithuanian pop",1992,2017,7,20,15995.0
4078,5AL6E8HkQxbulxQIFFVUXb,ingfried hoffmann,19,445,"german jazz, jazz organ",1963,2019,4,10,16976.0
4080,6HaqnFuUUkBYK5JKiuGllY,the parselmouths,2,1650,wrock,2008,2009,2,10,264.0
4083,0X5jj08FYkWPtmzUhhjOJd,geoff zanelli,49,15675,"epicore, soundtrack",2007,2023,19,1,759490.0
4084,48mFdjWCL83cqXDUBEAunN,z prochek,1,401,"dark electro, neo-synthpop",2002,2004,2,13,210.0
4091,6I3KP5ZjcQP1UqfaeX9pd4,savia,32,13332,"rock alternativo espanol, spanish metal",2005,2023,3,1,80072.0
4093,1ya7cHRiPMqQO7hOS0p3sJ,death and the lament,0,56,experimental black metal,2014,2014,1,11,10.0
4096,0kJ6yMQX2JghFr3nfRRljy,kid gorgeous,1,442,buffalo ny metal,2002,2003,2,10,118.0
4101,1bwsprbGyKx2vBbPAwVebl,noche de brujas,54,432159,cumbia chilena,2009,2023,20,1,1028703.0
4103,6pqL2jX5uZbbyhsp9SfYuZ,displeased disfigurement,1,306,south african metal,2013,2017,2,9,210.0
4104,7csXzaTFiqMUPUfheuXT5y,黃霑,16,2489,vintage cantonese pop,1990,1990,1,11,8335.0
4109,31kCIH85PnYOnW4zvY0q2N,terra ferma,10,1878,dream trance,2011,2018,8,6,3258.0
4112,1m4zBvdnlrleyq7JJ6A6Bi,kubat,38,194207,"arabesk, oyun havasi, turkish folk, turkish pop",1996,2024,20,1,185230.0
4115,1l4LWZ144eZP2cnrzboWyY,hello world,6,1512,chiptune,2013,2018,4,6,1209.0
4116,0LeiNM0WQcKYUOIhTNzuCa,catherine christer hennix,5,2280,"minimalism, spectra",1968,2023,5,1,811.0
4119,0l5CYlQtWmNQS1bRt4OrX7,oleska,18,1870,deep tropical house,2015,2016,7,1,14845.0
4122,3G2c7xsEV9gn47yxKyADSS,the five discs,15,7688,doo-wop,1958,2020,12,2,6810.0
4124,2m6utKjw55poMPSbZFLwen,traktorkestar,24,4939,swiss indie,2010,2024,18,2,16573.0
4128,6Lt6SWqM1wXyTdbk9MPMQX,disembowel,5,3613,cavernous death metal,2020,2020,1,9,1012.0
4129,7y2gzClzEXu2vGxADl1ibE,les dagobert,25,815,musique pour enfants,1999,2022,14,42,52682.0
4138,5SkwMdryFas991RNvqWefR,the liberators,8,2414,"afro-funk, bboy",2011,2022,6,3,1895.0
4139,2JM47UrHAD4qmtKDKVsSlf,max goldt,19,6279,hoerspiel,1995,2020,19,20,1203.0
4144,3YHAA3Ngue65DFIGVi0nqX,nahre sol,14,9751,experimental classical,2020,2024,4,1,3142.0
4147,6OGNyv8Z63eYqmkN17mpwW,profanatica,20,24602,"black death, black metal, black thrash, new york death metal, usbm, war metal",2007,2023,15,1,5281.0
4150,6KrZfPWnNQoZci1kA4QbWE,total eclipse,18,12056,"funk metal, goa trance, psychedelic trance",1996,2024,11,5,9452.0
4153,5ExO8gNrYTFHbKGlQy3uO6,diminished,5,2297,persian neo-traditional,2010,2015,4,10,1453.0
4155,3eP3EbQEnina3kh1UTNvbj,elle teresa,43,38345,"j-rap, josei rap",2018,2024,20,1,115549.0
4158,4RfTXjK9aiiIKDaKUHpL57,busy signal,58,586641,"dancehall, jamaican dancehall, reggae fusion",2006,2024,20,1,1630394.0
4164,4Beu6QM5GtQLpUd0b13PMJ,locas in love,12,4026,"cologne indie, german indie, german indie rock",2004,2017,11,4,3708.0
4170,6DwIUpgRtpFBCXwa4uIIPy,jonson,10,289,future ambient,2005,2018,4,1,226.0
4177,4rsFi7MsG81HwNZK2Sert1,mursego,8,1274,euskal indie,2009,2013,3,7,530.0
4178,6F9LoTvwNSxtAVFj5i6Hnh,ayanda sikade,12,1279,south african modern jazz,2018,2021,2,10,1206.0
4180,0TORlmlTHaneG9k4nWPn0V,michael forster,44,5028,neo-classical,2017,2024,20,1,416402.0
4186,1vcaXwpXV1n1IlIJvOe0Nx,sattuma,0,163,karelian folk,2009,2010,2,10,69.0
4195,4en7e0KjSkfa4sfLDhTc3m,kenichiro nishihara,37,63080,ambeat,2008,2022,20,4,76848.0
4199,58GWcQ8PWtBvChjArF7GsB,fist city,0,284,portland punk,2012,2015,4,2,53.0
4201,1PBQVIa08uRw6i7CRsUgbw,tony chasseur,18,8782,zouk,1992,2023,11,1,10563.0
4203,6ADJfW1CuVseo60Av3dBAb,leona machálková,30,10100,"classic czech pop, czech pop",1998,2023,5,1,54352.0
4211,4ZjfffOM35Ixwro8nrqpdG,pillikud,0,162,estonian folk,2020,2020,1,8,118.0
4213,0PfKHvjXVreik1Mushff0B,the black heart rebellion,6,4968,"belgian experimental, skramz",2012,2019,4,1,846.0
4215,3HqP3nd8WI0VfHRhApPlan,trinix,65,208906,"bass trap, new french touch",2014,2024,20,1,5556764.0
4217,6duhLtz5KONtwVxwX4ka6B,twilight 22,22,9519,"electro, old school hip hop",1984,1984,1,10,27548.0
4219,4XbgJJ7XhMRcL0AmQeQSO7,adi smolar,22,6638,"narodnozabavna, slovenian pop, slovenian rock",1996,2019,12,15,7947.0
4220,5fU4VotlJZs8KNlOhOAPsX,halfdan e,18,726,nordic soundtrack,1996,2020,15,16,4167.0
4224,2UESE6AjDHmxcy9J30M29R,george cables,23,9002,hard bop,1995,2021,20,12,14631.0
4225,2g4lvjVSHVht7kc9nKgH11,eli winter,5,2011,american primitive,2019,2023,8,5,1140.0
4226,6FZ2uzntEihvFpuxVv7i8r,snake father,16,6622,"austin metal, progressive deathcore, texas hardcore",2018,2024,15,5,6206.0
4228,1VL76sio3k58IeQUiotQhv,moonjam,30,6370,classic danish pop,1987,2021,18,5,40683.0
4229,3TTbkikkCAbUg2j5i9UrTV,:wumpscut:,34,56732,"aggrotech, dark wave, ebm, electro-industrial, industrial metal, industrial rock, power noise",2023,2024,20,16,49895.0
4231,04AIS3XqFcq2k8w3Tx4AmU,siboy,44,811093,"french hip hop, pop urbaine, rap francais",2015,2019,10,1,402483.0
4242,1f0xMpj10dxtFCU8sKaLPh,bongwool lee,0,43,korean jazz,2018,2018,1,9,13.0
4244,1ixDxXnQmZDWEiYPYJxNot,adolf von henselt,23,708,"early modern classical, german romanticism, late romantic era",1994,2021,8,18,32791.0
4245,42bfyIQoeyUcEQa26aVM5B,keep it clear,1,1059,"straight edge, vancouver punk",2014,2014,1,14,91.0
4247,0xftY1a3B1RqaA5aFaGufR,agraph,17,7498,j-ambient,2008,2022,6,1,5755.0
4249,13RBMRtmaJsz7xmBmRVIID,tystnaden,1,2162,italian gothic metal,2006,2008,2,10,233.0
4250,22ZK5Av5nYM2ei1NATHazT,alessandro fedrigo,8,55,italian contemporary jazz,2019,2023,9,1,1409.0
4252,5pT8Tq6kM9sXknMXpgI19B,zoheb hassan,27,19972,classic pakistani pop,1984,2017,11,1,37010.0
4259,7DQvJUzMDbB5VMUJZNQmVl,jocan dekä,0,169,mexican tech house,2015,2020,5,2,51.0
4260,5gMYhEUeTPzuWGeV0DBQqA,sommerset,6,1036,"kiwi rock, nz hardcore, nz punk",2003,2003,1,13,735.0
4261,7onp6ew3LGoQImTt1I78gt,major lance,29,28734,"chicago soul, northern soul",1974,2021,7,2,49692.0
4262,6dse9FDodKw65ZQoLjE5F1,nick jonas & the administration,29,699068,post-teen pop,2010,2010,1,10,59352.0
4265,4vBYqviD5QVXMsNO4Y2EdL,the porkers,22,3751,"australian ska, modern ska punk",1994,2023,17,5,15867.0
4266,5PpAThJJRrtp1sbYE38VVJ,rene izquierdo,12,372,classical guitar,2010,2023,5,4,2459.0
4276,23LGC7uB9J3O7xQ2Qgx491,brain bashers,11,401,hard house,2000,2022,20,4,4037.0
4277,2e7myQwGa7Vyp7sss8brVC,alfred newman,30,6402,classic soundtrack,1941,2023,20,1,54437.0
4280,0etNlRIxGz1zFGl3VMTTM1,electric zoo,10,3269,israeli indie,2018,2023,10,1,2695.0
4286,5GX4XzIgGGH93KvmLu85ZV,spelljammer,13,9002,"psychedelic doom, stoner metal, swedish doom metal",2015,2021,6,3,4732.0
4287,6bCCaVwdMCSB3rYyZyl9WS,askari x,7,1675,oakland hip hop,2000,2007,2,14,634.0
4289,3BbLQNj5OTxm4AZcwyREFF,tino el pingüino,47,141074,"mexican hip hop, trap mexicano",2011,2023,20,1,227023.0
4291,7fNmy5x5Ld5c9Jxz1fWK5k,piko,26,15560,anime rock,2011,2024,20,1,31634.0
4293,3WVlEErjWFI2woPHkPrLwY,kindred fever,2,1223,rogaland indie,2013,2020,9,1,362.0
